date,day_of_week,time_of_day,food_item,orders,temperature,rainfall_mm,holiday,local_event,promotion_active,restaurant_location,customer_footfall
2025-06-02,Monday,Breakfast,Pizza,32,32.2,1.3,0,0,0,Mall,206
2025-06-02,Monday,Lunch,Pizza,68,32.2,1.3,0,0,1,Mall,206
2025-06-02,Monday,Dinner,Pizza,34,32.2,1.3,0,0,0,Mall,206
2025-06-03,Tuesday,Breakfast,Burger,48,27.9,1.2,0,0,1,Downtown,233
2025-06-03,Tuesday,Lunch,Burger,66,27.9,1.2,0,0,1,Downtown,233
2025-06-03,Tuesday,Dinner,Burger,40,27.9,1.2,0,0,1,Downtown,233
2025-06-03,Tuesday,Breakfast,Pasta,38,27.9,1.2,0,0,0,Downtown,233
2025-06-03,Tuesday,Lunch,Pasta,61,27.9,1.2,0,0,0,Downtown,233
2025-06-03,Tuesday,Dinner,Pasta,31,27.9,1.2,0,0,0,Downtown,233
2025-06-03,Tuesday,Breakfast,Grilled Chicken,26,27.9,1.2,0,0,0,Downtown,233
2025-06-03,Tuesday,Lunch,Grilled Chicken,56,27.9,1.2,0,0,0,Downtown,233
2025-06-03,Tuesday,Dinner,Grilled Chicken,30,27.9,1.2,0,0,1,Downtown,233
2025-06-03,Tuesday,Breakfast,Tacos,31,27.9,1.2,0,0,0,Downtown,233
2025-06-03,Tuesday,Lunch,Tacos,56,27.9,1.2,0,0,1,Downtown,233
2025-06-03,Tuesday,Dinner,Tacos,34,27.9,1.2,0,0,0,Downtown,233
2025-06-03,Tuesday,Breakfast,Veg Salad,21,27.9,1.2,0,0,0,Downtown,233
2025-06-03,Tuesday,Lunch,Veg Salad,57,27.9,1.2,0,0,0,Downtown,233
2025-06-03,Tuesday,Dinner,Veg Salad,28,27.9,1.2,0,0,0,Downtown,233
2025-06-03,Tuesday,Breakfast,Pizza,45,27.9,1.2,0,0,1,Downtown,233
2025-06-03,Tuesday,Lunch,Pizza,56,27.9,1.2,0,0,0,Downtown,233
2025-06-03,Tuesday,Dinner,Pizza,39,27.9,1.2,0,0,0,Downtown,233
2025-06-03,Tuesday,Breakfast,Burger,19,27.9,1.2,0,0,0,Suburban,416
2025-06-03,Tuesday,Lunch,Burger,53,27.9,1.2,0,0,0,Suburban,416
2025-06-03,Tuesday,Dinner,Burger,44,27.9,1.2,0,0,0,Suburban,416
2025-06-03,Tuesday,Breakfast,Pasta,37,27.9,1.2,0,0,0,Suburban,416
2025-06-03,Tuesday,Lunch,Pasta,46,27.9,1.2,0,0,1,Suburban,416
2025-06-03,Tuesday,Dinner,Pasta,40,27.9,1.2,0,0,1,Suburban,416
2025-06-03,Tuesday,Breakfast,Grilled Chicken,29,27.9,1.2,0,0,0,Suburban,416
2025-06-03,Tuesday,Lunch,Grilled Chicken,61,27.9,1.2,0,0,0,Suburban,416
2025-06-03,Tuesday,Dinner,Grilled Chicken,29,27.9,1.2,0,0,0,Suburban,416
2025-06-03,Tuesday,Breakfast,Tacos,24,27.9,1.2,0,0,0,Suburban,416
2025-06-03,Tuesday,Lunch,Tacos,52,27.9,1.2,0,0,0,Suburban,416
2025-06-03,Tuesday,Dinner,Tacos,41,27.9,1.2,0,0,1,Suburban,416
2025-06-03,Tuesday,Breakfast,Veg Salad,43,27.9,1.2,0,0,1,Suburban,416
2025-06-03,Tuesday,Lunch,Veg Salad,65,27.9,1.2,0,0,1,Suburban,416
2025-06-03,Tuesday,Dinner,Veg Salad,40,27.9,1.2,0,0,0,Suburban,416
2025-06-03,Tuesday,Breakfast,Pizza,23,27.9,1.2,0,0,0,Suburban,416
2025-06-03,Tuesday,Lunch,Pizza,58,27.9,1.2,0,0,0,Suburban,416
2025-06-03,Tuesday,Dinner,Pizza,26,27.9,1.2,0,0,0,Suburban,416
2025-06-03,Tuesday,Breakfast,Burger,48,27.9,1.2,0,0,1,Mall,325
2025-06-03,Tuesday,Lunch,Burger,52,27.9,1.2,0,0,0,Mall,325
2025-06-03,Tuesday,Dinner,Burger,32,27.9,1.2,0,0,0,Mall,325
2025-06-03,Tuesday,Breakfast,Pasta,33,27.9,1.2,0,0,0,Mall,325
2025-06-03,Tuesday,Lunch,Pasta,60,27.9,1.2,0,0,1,Mall,325
2025-06-03,Tuesday,Dinner,Pasta,31,27.9,1.2,0,0,0,Mall,325
2025-06-03,Tuesday,Breakfast,Grilled Chicken,23,27.9,1.2,0,0,0,Mall,325
2025-06-03,Tuesday,Lunch,Grilled Chicken,63,27.9,1.2,0,0,1,Mall,325
2025-06-03,Tuesday,Dinner,Grilled Chicken,23,27.9,1.2,0,0,0,Mall,325
2025-06-03,Tuesday,Breakfast,Tacos,31,27.9,1.2,0,0,0,Mall,325
2025-06-03,Tuesday,Lunch,Tacos,61,27.9,1.2,0,0,0,Mall,325
2025-06-03,Tuesday,Dinner,Tacos,35,27.9,1.2,0,0,0,Mall,325
2025-06-03,Tuesday,Breakfast,Veg Salad,30,27.9,1.2,0,0,0,Mall,325
2025-06-03,Tuesday,Lunch,Veg Salad,46,27.9,1.2,0,0,0,Mall,325
2025-06-03,Tuesday,Dinner,Veg Salad,20,27.9,1.2,0,0,0,Mall,325
2025-06-03,Tuesday,Breakfast,Pizza,23,27.9,1.2,0,0,0,Mall,325
2025-06-03,Tuesday,Lunch,Pizza,43,27.9,1.2,0,0,0,Mall,325
2025-06-03,Tuesday,Dinner,Pizza,39,27.9,1.2,0,0,1,Mall,325
2025-06-04,Wednesday,Breakfast,Burger,26,28.9,0.3,0,0,0,Downtown,252
2025-06-04,Wednesday,Lunch,Burger,40,28.9,0.3,0,0,0,Downtown,252
2025-06-04,Wednesday,Dinner,Burger,28,28.9,0.3,0,0,0,Downtown,252
2025-06-04,Wednesday,Breakfast,Pasta,32,28.9,0.3,0,0,0,Downtown,252
2025-06-04,Wednesday,Lunch,Pasta,73,28.9,0.3,0,0,1,Downtown,252
2025-06-04,Wednesday,Dinner,Pasta,35,28.9,0.3,0,0,0,Downtown,252
2025-06-04,Wednesday,Breakfast,Grilled Chicken,25,28.9,0.3,0,0,0,Downtown,252
2025-06-04,Wednesday,Lunch,Grilled Chicken,52,28.9,0.3,0,0,0,Downtown,252
2025-06-04,Wednesday,Dinner,Grilled Chicken,34,28.9,0.3,0,0,0,Downtown,252
2025-06-04,Wednesday,Breakfast,Tacos,30,28.9,0.3,0,0,0,Downtown,252
2025-06-04,Wednesday,Lunch,Tacos,49,28.9,0.3,0,0,0,Downtown,252
2025-06-04,Wednesday,Dinner,Tacos,26,28.9,0.3,0,0,0,Downtown,252
2025-06-04,Wednesday,Breakfast,Veg Salad,27,28.9,0.3,0,0,0,Downtown,252
2025-06-04,Wednesday,Lunch,Veg Salad,52,28.9,0.3,0,0,0,Downtown,252
2025-06-04,Wednesday,Dinner,Veg Salad,40,28.9,0.3,0,0,1,Downtown,252
2025-06-04,Wednesday,Breakfast,Pizza,31,28.9,0.3,0,0,0,Downtown,252
2025-06-04,Wednesday,Lunch,Pizza,41,28.9,0.3,0,0,0,Downtown,252
2025-06-04,Wednesday,Dinner,Pizza,32,28.9,0.3,0,0,0,Downtown,252
2025-06-04,Wednesday,Breakfast,Burger,23,28.9,0.3,0,0,0,Suburban,160
2025-06-04,Wednesday,Lunch,Burger,43,28.9,0.3,0,0,0,Suburban,160
2025-06-04,Wednesday,Dinner,Burger,38,28.9,0.3,0,0,0,Suburban,160
2025-06-04,Wednesday,Breakfast,Pasta,22,28.9,0.3,0,0,0,Suburban,160
2025-06-04,Wednesday,Lunch,Pasta,70,28.9,0.3,0,0,1,Suburban,160
2025-06-04,Wednesday,Dinner,Pasta,24,28.9,0.3,0,0,0,Suburban,160
2025-06-04,Wednesday,Breakfast,Grilled Chicken,41,28.9,0.3,0,0,1,Suburban,160
2025-06-04,Wednesday,Lunch,Grilled Chicken,56,28.9,0.3,0,0,0,Suburban,160
2025-06-04,Wednesday,Dinner,Grilled Chicken,29,28.9,0.3,0,0,0,Suburban,160
2025-06-04,Wednesday,Breakfast,Tacos,22,28.9,0.3,0,0,0,Suburban,160
2025-06-04,Wednesday,Lunch,Tacos,52,28.9,0.3,0,0,0,Suburban,160
2025-06-04,Wednesday,Dinner,Tacos,30,28.9,0.3,0,0,0,Suburban,160
2025-06-04,Wednesday,Breakfast,Veg Salad,23,28.9,0.3,0,0,0,Suburban,160
2025-06-04,Wednesday,Lunch,Veg Salad,56,28.9,0.3,0,0,1,Suburban,160
2025-06-04,Wednesday,Dinner,Veg Salad,33,28.9,0.3,0,0,0,Suburban,160
2025-06-04,Wednesday,Breakfast,Pizza,29,28.9,0.3,0,0,0,Suburban,160
2025-06-04,Wednesday,Lunch,Pizza,63,28.9,0.3,0,0,0,Suburban,160
2025-06-04,Wednesday,Dinner,Pizza,31,28.9,0.3,0,0,1,Suburban,160
2025-06-04,Wednesday,Breakfast,Burger,33,28.9,0.3,0,0,1,Mall,356
2025-06-04,Wednesday,Lunch,Burger,62,28.9,0.3,0,0,1,Mall,356
2025-06-04,Wednesday,Dinner,Burger,35,28.9,0.3,0,0,0,Mall,356
2025-06-04,Wednesday,Breakfast,Pasta,24,28.9,0.3,0,0,0,Mall,356
2025-06-04,Wednesday,Lunch,Pasta,50,28.9,0.3,0,0,0,Mall,356
2025-06-04,Wednesday,Dinner,Pasta,38,28.9,0.3,0,0,1,Mall,356
2025-06-04,Wednesday,Breakfast,Grilled Chicken,28,28.9,0.3,0,0,0,Mall,356
2025-06-04,Wednesday,Lunch,Grilled Chicken,55,28.9,0.3,0,0,0,Mall,356
2025-06-04,Wednesday,Dinner,Grilled Chicken,38,28.9,0.3,0,0,0,Mall,356
2025-06-04,Wednesday,Breakfast,Tacos,39,28.9,0.3,0,0,0,Mall,356
2025-06-04,Wednesday,Lunch,Tacos,64,28.9,0.3,0,0,0,Mall,356
2025-06-04,Wednesday,Dinner,Tacos,23,28.9,0.3,0,0,0,Mall,356
2025-06-04,Wednesday,Breakfast,Veg Salad,30,28.9,0.3,0,0,0,Mall,356
2025-06-04,Wednesday,Lunch,Veg Salad,51,28.9,0.3,0,0,1,Mall,356
2025-06-04,Wednesday,Dinner,Veg Salad,34,28.9,0.3,0,0,0,Mall,356
2025-06-04,Wednesday,Breakfast,Pizza,27,28.9,0.3,0,0,0,Mall,356
2025-06-04,Wednesday,Lunch,Pizza,58,28.9,0.3,0,0,0,Mall,356
2025-06-04,Wednesday,Dinner,Pizza,35,28.9,0.3,0,0,0,Mall,356
2025-06-05,Thursday,Breakfast,Burger,26,30.3,0.0,0,0,0,Downtown,438
2025-06-05,Thursday,Lunch,Burger,61,30.3,0.0,0,0,0,Downtown,438
2025-06-05,Thursday,Dinner,Burger,29,30.3,0.0,0,0,0,Downtown,438
2025-06-05,Thursday,Breakfast,Pasta,31,30.3,0.0,0,0,0,Downtown,438
2025-06-05,Thursday,Lunch,Pasta,63,30.3,0.0,0,0,0,Downtown,438
2025-06-05,Thursday,Dinner,Pasta,40,30.3,0.0,0,0,0,Downtown,438
2025-06-05,Thursday,Breakfast,Grilled Chicken,31,30.3,0.0,0,0,0,Downtown,438
2025-06-05,Thursday,Lunch,Grilled Chicken,63,30.3,0.0,0,0,0,Downtown,438
2025-06-05,Thursday,Dinner,Grilled Chicken,23,30.3,0.0,0,0,0,Downtown,438
2025-06-05,Thursday,Breakfast,Tacos,40,30.3,0.0,0,0,1,Downtown,438
2025-06-05,Thursday,Lunch,Tacos,35,30.3,0.0,0,0,0,Downtown,438
2025-06-05,Thursday,Dinner,Tacos,38,30.3,0.0,0,0,1,Downtown,438
2025-06-05,Thursday,Breakfast,Veg Salad,37,30.3,0.0,0,0,1,Downtown,438
2025-06-05,Thursday,Lunch,Veg Salad,59,30.3,0.0,0,0,1,Downtown,438
2025-06-05,Thursday,Dinner,Veg Salad,23,30.3,0.0,0,0,0,Downtown,438
2025-06-05,Thursday,Breakfast,Pizza,29,30.3,0.0,0,0,0,Downtown,438
2025-06-05,Thursday,Lunch,Pizza,52,30.3,0.0,0,0,0,Downtown,438
2025-06-05,Thursday,Dinner,Pizza,33,30.3,0.0,0,0,0,Downtown,438
2025-06-05,Thursday,Breakfast,Burger,32,30.3,0.0,0,0,1,Suburban,400
2025-06-05,Thursday,Lunch,Burger,52,30.3,0.0,0,0,0,Suburban,400
2025-06-05,Thursday,Dinner,Burger,34,30.3,0.0,0,0,1,Suburban,400
2025-06-05,Thursday,Breakfast,Pasta,29,30.3,0.0,0,0,0,Suburban,400
2025-06-05,Thursday,Lunch,Pasta,56,30.3,0.0,0,0,0,Suburban,400
2025-06-05,Thursday,Dinner,Pasta,29,30.3,0.0,0,0,0,Suburban,400
2025-06-05,Thursday,Breakfast,Grilled Chicken,23,30.3,0.0,0,0,0,Suburban,400
2025-06-05,Thursday,Lunch,Grilled Chicken,77,30.3,0.0,0,0,1,Suburban,400
2025-06-05,Thursday,Dinner,Grilled Chicken,32,30.3,0.0,0,0,0,Suburban,400
2025-06-05,Thursday,Breakfast,Tacos,23,30.3,0.0,0,0,0,Suburban,400
2025-06-05,Thursday,Lunch,Tacos,44,30.3,0.0,0,0,0,Suburban,400
2025-06-05,Thursday,Dinner,Tacos,22,30.3,0.0,0,0,0,Suburban,400
2025-06-05,Thursday,Breakfast,Veg Salad,32,30.3,0.0,0,0,0,Suburban,400
2025-06-05,Thursday,Lunch,Veg Salad,44,30.3,0.0,0,0,0,Suburban,400
2025-06-05,Thursday,Dinner,Veg Salad,47,30.3,0.0,0,0,1,Suburban,400
2025-06-05,Thursday,Breakfast,Pizza,25,30.3,0.0,0,0,0,Suburban,400
2025-06-05,Thursday,Lunch,Pizza,53,30.3,0.0,0,0,1,Suburban,400
2025-06-05,Thursday,Dinner,Pizza,31,30.3,0.0,0,0,0,Suburban,400
2025-06-05,Thursday,Breakfast,Burger,31,30.3,0.0,0,0,0,Mall,175
2025-06-05,Thursday,Lunch,Burger,48,30.3,0.0,0,0,0,Mall,175
2025-06-05,Thursday,Dinner,Burger,35,30.3,0.0,0,0,0,Mall,175
2025-06-05,Thursday,Breakfast,Pasta,40,30.3,0.0,0,0,1,Mall,175
2025-06-05,Thursday,Lunch,Pasta,58,30.3,0.0,0,0,1,Mall,175
2025-06-05,Thursday,Dinner,Pasta,31,30.3,0.0,0,0,0,Mall,175
2025-06-05,Thursday,Breakfast,Grilled Chicken,23,30.3,0.0,0,0,0,Mall,175
2025-06-05,Thursday,Lunch,Grilled Chicken,61,30.3,0.0,0,0,1,Mall,175
2025-06-05,Thursday,Dinner,Grilled Chicken,22,30.3,0.0,0,0,0,Mall,175
2025-06-05,Thursday,Breakfast,Tacos,31,30.3,0.0,0,0,0,Mall,175
2025-06-05,Thursday,Lunch,Tacos,53,30.3,0.0,0,0,1,Mall,175
2025-06-05,Thursday,Dinner,Tacos,38,30.3,0.0,0,0,0,Mall,175
2025-06-05,Thursday,Breakfast,Veg Salad,32,30.3,0.0,0,0,0,Mall,175
2025-06-05,Thursday,Lunch,Veg Salad,62,30.3,0.0,0,0,0,Mall,175
2025-06-05,Thursday,Dinner,Veg Salad,30,30.3,0.0,0,0,0,Mall,175
2025-06-05,Thursday,Breakfast,Pizza,34,30.3,0.0,0,0,0,Mall,175
2025-06-05,Thursday,Lunch,Pizza,44,30.3,0.0,0,0,0,Mall,175
2025-06-05,Thursday,Dinner,Pizza,28,30.3,0.0,0,0,0,Mall,175
2025-06-06,Friday,Breakfast,Burger,41,25.6,1.9,0,0,0,Downtown,124
2025-06-06,Friday,Lunch,Burger,52,25.6,1.9,0,0,0,Downtown,124
2025-06-06,Friday,Dinner,Burger,32,25.6,1.9,0,0,0,Downtown,124
2025-06-06,Friday,Breakfast,Pasta,31,25.6,1.9,0,0,1,Downtown,124
2025-06-06,Friday,Lunch,Pasta,60,25.6,1.9,0,0,1,Downtown,124
2025-06-06,Friday,Dinner,Pasta,26,25.6,1.9,0,0,0,Downtown,124
2025-06-06,Friday,Breakfast,Grilled Chicken,44,25.6,1.9,0,0,1,Downtown,124
2025-06-06,Friday,Lunch,Grilled Chicken,47,25.6,1.9,0,0,0,Downtown,124
2025-06-06,Friday,Dinner,Grilled Chicken,39,25.6,1.9,0,0,1,Downtown,124
2025-06-06,Friday,Breakfast,Tacos,37,25.6,1.9,0,0,0,Downtown,124
2025-06-06,Friday,Lunch,Tacos,64,25.6,1.9,0,0,1,Downtown,124
2025-06-06,Friday,Dinner,Tacos,35,25.6,1.9,0,0,1,Downtown,124
2025-06-06,Friday,Breakfast,Veg Salad,40,25.6,1.9,0,0,0,Downtown,124
2025-06-06,Friday,Lunch,Veg Salad,62,25.6,1.9,0,0,0,Downtown,124
2025-06-06,Friday,Dinner,Veg Salad,27,25.6,1.9,0,0,0,Downtown,124
2025-06-06,Friday,Breakfast,Pizza,53,25.6,1.9,0,0,1,Downtown,124
2025-06-06,Friday,Lunch,Pizza,69,25.6,1.9,0,0,1,Downtown,124
2025-06-06,Friday,Dinner,Pizza,35,25.6,1.9,0,0,1,Downtown,124
2025-06-06,Friday,Breakfast,Burger,34,25.6,1.9,0,0,0,Suburban,322
2025-06-06,Friday,Lunch,Burger,51,25.6,1.9,0,0,0,Suburban,322
2025-06-06,Friday,Dinner,Burger,32,25.6,1.9,0,0,0,Suburban,322
2025-06-06,Friday,Breakfast,Pasta,25,25.6,1.9,0,0,0,Suburban,322
2025-06-06,Friday,Lunch,Pasta,61,25.6,1.9,0,0,1,Suburban,322
2025-06-06,Friday,Dinner,Pasta,45,25.6,1.9,0,0,1,Suburban,322
2025-06-06,Friday,Breakfast,Grilled Chicken,32,25.6,1.9,0,0,0,Suburban,322
2025-06-06,Friday,Lunch,Grilled Chicken,66,25.6,1.9,0,0,1,Suburban,322
2025-06-06,Friday,Dinner,Grilled Chicken,34,25.6,1.9,0,0,0,Suburban,322
2025-06-06,Friday,Breakfast,Tacos,28,25.6,1.9,0,0,0,Suburban,322
2025-06-06,Friday,Lunch,Tacos,44,25.6,1.9,0,0,0,Suburban,322
2025-06-06,Friday,Dinner,Tacos,28,25.6,1.9,0,0,0,Suburban,322
2025-06-06,Friday,Breakfast,Veg Salad,42,25.6,1.9,0,0,0,Suburban,322
2025-06-06,Friday,Lunch,Veg Salad,48,25.6,1.9,0,0,0,Suburban,322
